ID,Materia,Subtopico,Dificuldade,Tempo_Min
2971,História,Brasil República,2.6,6
2972,Português,Interpretação de Texto,4.3,14
2973,Matemática,Estatística,4.6,13
2974,Química,Atomística,1.2,6
2975,Matemática,Cálculo,4.0,15
2976,Inglês,Reading,4.9,14
2977,Geografia,Ambiental,3.7,11
2978,Geografia,Cartografia,2.4,7
2979,Inglês,Grammar,4.1,15
2980,Biologia,Genética,3.3,4
2981,Inglês,Grammar,2.3,7
2982,Inglês,Grammar,2.8,12
2983,Português,Semântica,4.8,18
2984,Geografia,Cartografia,5.0,16
2985,Geografia,Física,2.7,7
2986,Química,Estequiometria,4.8,12
2987,Português,Semântica,1.6,2
2988,Inglês,Grammar,1.6,8
2989,História,Medieval,1.8,6
2990,Português,Semântica,4.8,17
2991,Matemática,Geometria Espacial,4.8,14
2992,Inglês,Vocabulary,2.2,7
2993,Biologia,Fisiologia Humana,3.0,12
2994,Química,Orgânica,3.5,11
2995,Física,Eletromagnetismo,1.5,7
2996,Geografia,Humana,2.5,5
2997,Matemática,Trigonometria,2.5,7
2998,Biologia,Ecologia,3.5,11
2999,História,Brasil República,2.4,10
3000,Biologia,Genética,4.9,16
3001,Biologia,Evolução,3.4,14
3002,Biologia,Fisiologia Humana,3.3,9
3003,Física,Óptica,4.0,10
3004,Inglês,Grammar,3.4,13
3005,História,Antiga,2.8,12
3006,História,Moderna,1.6,2
3007,Inglês,Reading,1.9,1
3008,Química,Orgânica,4.8,14
3009,Biologia,Evolução,1.8,7
3010,Física,Termodinâmica,3.9,10
3011,História,Medieval,4.2,16
3012,Matemática,Geometria Espacial,2.0,4
3013,Matemática,Estatística,3.6,10
3014,Inglês,Reading,2.8,7
3015,Inglês,Grammar,1.4,4
3016,Biologia,Evolução,3.4,12
3017,Química,Orgânica,4.8,18
3018,Geografia,Ambiental,2.9,12
3019,Português,Redação,1.1,3
3020,Português,Literatura Brasileira,2.3,4
3021,História,Brasil Colônia,3.3,11
3022,Matemática,Estatística,3.9,9
3023,Física,Dinâmica,1.6,7
3024,Biologia,Citologia,4.0,12
3025,Física,Óptica,2.4,8
3026,Matemática,Cálculo,2.7,11
3027,Química,Estequiometria,4.3,13
3028,Química,Atomística,4.1,11
3029,Biologia,Citologia,3.6,8
3030,Biologia,Fisiologia Humana,1.2,2
3031,Química,Físico-Química,3.0,13
3032,Português,Gramática,3.0,7
3033,Português,Redação,1.3,2
3034,Biologia,Genética,3.3,28
3035,Geografia,Ambiental,4.6,12
3036,Química,Estequiometria,1.0,5
3037,História,Brasil Colônia,3.2,8
3038,Biologia,Botânica,2.0,6
3039,Português,Gramática,3.6,11
3040,Português,Literatura Brasileira,1.7,18
3041,Biologia,Botânica,3.9,14
3042,Biologia,Botânica,4.3,10
3043,Biologia,Botânica,4.6,12
3044,Matemática,Geometria Espacial,1.0,7
3045,Geografia,Humana,3.0,12
3046,Geografia,Cartografia,4.9,13
3047,Inglês,Grammar,3.2,12
3048,Biologia,Citologia,3.5,14
3049,Matemática,Cálculo,1.2,1
3050,História,Brasil Império,2.5,6
3051,Física,Cinemática,2.5,8
3052,Geografia,Física,2.1,6
3053,Matemática,Álgebra,2.2,10
3054,Biologia,Citologia,4.7,17
3055,Matemática,Trigonometria,1.7,8
3056,Biologia,Fisiologia Humana,4.5,15
3057,História,Brasil Colônia,1.1,2
3058,Química,Físico-Química,1.3,2
3059,Matemática,Trigonometria,2.7,7
3060,Matemática,Cálculo,4.6,17
3061,História,Moderna,2.1,10
3062,História,Antiga,3.7,10
3063,Biologia,Evolução,2.8,27
3064,Português,Redação,4.8,13
3065,Matemática,Geometria Espacial,2.5,8
3066,Inglês,Vocabulary,1.7,5
3067,Química,Orgânica,3.9,10
3068,Português,Interpretação de Texto,2.9,8
3069,Química,Eletroquímica,4.0,14
3070,Português,Interpretação de Texto,4.8,14
3071,Química,Orgânica,4.7,15
3072,Química,Atomística,2.4,10
3073,Química,Estequiometria,2.4,10
3074,Química,Estequiometria,1.6,3
3075,Português,Gramática,4.3,14
3076,Matemática,Cálculo,1.4,17
3077,Geografia,Cartografia,1.5,8
3078,Geografia,Ambiental,4.7,18
3079,Português,Literatura Brasileira,3.3,12
3080,Física,Dinâmica,3.6,14
3081,Biologia,Evolução,1.0,5
3082,Física,Óptica,1.6,4
3083,Biologia,Fisiologia Humana,2.2,9
3084,Física,Moderna,1.8,3
3085,Biologia,Genética,4.3,10
3086,História,Brasil Império,4.8,14
3087,Português,Gramática,3.8,12
3088,Geografia,Humana,2.2,7
3089,Matemática,Estatística,3.0,5
3090,Matemática,Geometria Espacial,3.8,12
3091,Física,Óptica,3.8,11
3092,Inglês,Reading,2.5,11
3093,Física,Óptica,2.0,5
3094,Física,Óptica,2.5,9
3095,Inglês,Reading,2.3,9
3096,Inglês,Reading,3.5,13
3097,Química,Estequiometria,4.5,15
3098,Inglês,Reading,3.0,12
3099,Português,Redação,3.6,28
3100,Inglês,Reading,4.6,12
3101,Matemática,Geometria Espacial,3.4,13
3102,Química,Atomística,1.8,3
3103,Português,Literatura Brasileira,4.1,25
3104,Geografia,Ambiental,4.4,14
3105,Física,Cinemática,1.7,7
3106,Matemática,Trigonometria,3.0,10
3107,Matemática,Estatística,3.1,12
3108,Física,Óptica,2.9,10
3109,Português,Gramática,1.3,6
3110,Geografia,Cartografia,2.6,6
3111,Física,Cinemática,1.6,7
3112,Biologia,Fisiologia Humana,3.6,12
3113,História,Brasil Império,1.3,2
3114,Português,Gramática,3.2,8
3115,História,Medieval,4.0,12
3116,Matemática,Cálculo,4.2,15
3117,História,Brasil República,3.1,13
3118,Química,Orgânica,4.7,18
3119,Biologia,Genética,3.7,10
3120,Física,Dinâmica,2.6,9
3121,Física,Dinâmica,3.7,10
3122,Física,Óptica,3.1,11
3123,Química,Físico-Química,3.5,13
3124,Geografia,Humana,4.3,16
3125,Português,Gramática,4.5,11
3126,Biologia,Evolução,3.9,12
3127,Biologia,Evolução,4.6,17
3128,Português,Literatura Brasileira,2.0,7
3129,Física,Óptica,3.4,12
3130,Física,Ondulatória,4.6,16
3131,Matemática,Geometria Espacial,2.1,9
3132,Geografia,Geopolítica,4.3,12
3133,Inglês,Vocabulary,3.0,13
3134,Química,Inorgânica,2.3,6
3135,Física,Termodinâmica,3.5,14
3136,História,Brasil República,3.1,9
3137,Biologia,Botânica,1.8,4
3138,Geografia,Ambiental,3.7,13
3139,Português,Literatura Brasileira,4.1,11
3140,História,Medieval,3.7,13
3141,Geografia,Humana,4.2,11
3142,Física,Ondulatória,3.9,10
3143,Biologia,Botânica,4.2,11
3144,Inglês,Grammar,2.0,6
3145,Inglês,Vocabulary,2.4,5
3146,História,Antiga,4.9,15
3147,Matemática,Álgebra,1.8,6
3148,Inglês,Vocabulary,3.3,11
3149,Português,Literatura Brasileira,2.1,9
3150,Inglês,Vocabulary,1.4,4
3151,Física,Dinâmica,1.7,9
3152,Matemática,Álgebra,4.4,15
3153,História,Medieval,4.1,15
3154,Português,Literatura Brasileira,1.2,2
3155,Matemática,Álgebra,2.4,7
3156,História,Brasil Império,2.0,8
3157,História,Brasil República,2.4,5
3158,Geografia,Humana,1.7,6
3159,Biologia,Botânica,3.5,8
3160,História,Contemporânea,2.9,12
3161,Português,Literatura Brasileira,2.0,5
3162,Biologia,Ecologia,1.4,4
3163,Português,Redação,4.4,14
3164,Biologia,Genética,1.4,7
3165,Inglês,Grammar,1.6,8
3166,Português,Gramática,3.2,12
3167,Inglês,Grammar,4.2,12
3168,Matemática,Trigonometria,3.0,10
3169,Biologia,Ecologia,1.6,8
3170,Português,Literatura Brasileira,4.2,12
3171,Geografia,Cartografia,2.1,5
3172,Português,Redação,4.5,16
3173,Biologia,Evolução,3.8,15
3174,Matemática,Trigonometria,3.3,7
3175,Inglês,Grammar,3.9,9
3176,Português,Interpretação de Texto,2.4,7
3177,Inglês,Reading,1.7,8
3178,Biologia,Citologia,4.9,18
3179,Biologia,Citologia,3.8,13
3180,Matemática,Geometria Espacial,1.3,4
3181,Química,Orgânica,1.6,8
3182,Química,Físico-Química,2.6,5
3183,Biologia,Citologia,3.5,14
3184,Química,Orgânica,3.2,8
3185,Biologia,Citologia,4.2,15
3186,Física,Cinemática,4.1,16
3187,Química,Estequiometria,1.5,8
3188,Geografia,Humana,1.6,3
3189,Matemática,Geometria Espacial,4.4,15
3190,Matemática,Cálculo,3.0,8
3191,Química,Atomística,2.9,7
3192,Geografia,Ambiental,4.1,13
3193,Química,Eletroquímica,1.4,7
3194,Matemática,Álgebra,4.9,14
3195,Inglês,Vocabulary,4.2,13
3196,Português,Redação,2.9,10
3197,Geografia,Ambiental,3.3,10
3198,História,Brasil República,4.7,18
3199,Inglês,Reading,4.2,14
3200,Geografia,Geopolítica,1.5,5
3201,Português,Interpretação de Texto,2.5,6
3202,Matemática,Geometria Plana,2.7,7
3203,Inglês,Vocabulary,4.2,15
3204,História,Brasil Império,2.0,23
3205,História,Brasil Império,2.6,7
3206,Biologia,Fisiologia Humana,1.5,3
3207,Química,Eletroquímica,4.7,12
3208,Geografia,Cartografia,4.6,17
3209,Português,Gramática,3.4,12
3210,Inglês,Reading,4.7,15
3211,Física,Termodinâmica,2.3,8
3212,Química,Atomística,5.0,18
3213,História,Antiga,1.1,5
3214,Geografia,Física,2.8,10
3215,Inglês,Grammar,3.5,8
3216,Física,Óptica,4.0,14
3217,Matemática,Estatística,4.1,14
3218,Física,Dinâmica,4.7,17
3219,Inglês,Vocabulary,3.9,10
3220,Biologia,Citologia,3.5,9
3221,Matemática,Álgebra,2.2,5
3222,Português,Redação,1.8,4
3223,Português,Redação,3.3,8
3224,Matemática,Álgebra,1.7,3
3225,Biologia,Fisiologia Humana,4.7,17
3226,Inglês,Reading,1.3,3
3227,Geografia,Cartografia,4.8,16
3228,Geografia,Geopolítica,3.1,13
3229,História,Contemporânea,3.4,9
3230,Matemática,Trigonometria,2.9,10
3231,História,Brasil Império,4.9,12
3232,História,Contemporânea,4.5,12
3233,Biologia,Genética,4.5,12
3234,Física,Ondulatória,3.2,12
3235,Português,Semântica,3.3,8
3236,Química,Estequiometria,2.9,6
3237,Geografia,Física,2.7,7
3238,Português,Semântica,4.9,14
3239,Física,Termodinâmica,1.9,6
3240,Português,Redação,1.9,4
3241,História,Medieval,3.4,9
3242,Geografia,Ambiental,2.5,5
3243,Física,Moderna,3.9,12
3244,Inglês,Reading,4.7,17
3245,Química,Atomística,1.0,2
3246,História,Contemporânea,2.5,11
3247,Geografia,Ambiental,1.4,4
3248,Geografia,Física,1.2,2
3249,Matemática,Combinatória,4.7,15
3250,Inglês,Reading,2.1,10
3251,Física,Moderna,3.5,11
3252,História,Medieval,3.6,8
3253,Inglês,Vocabulary,1.9,6
3254,Geografia,Humana,3.8,11
3255,História,Brasil Colônia,3.6,11
3256,Biologia,Ecologia,3.7,12
3257,Química,Eletroquímica,1.6,6
3258,Física,Dinâmica,1.4,3
3259,Física,Termodinâmica,4.1,14
3260,Biologia,Evolução,2.9,11
3261,História,Moderna,1.8,3
3262,Geografia,Humana,2.6,5
3263,Matemática,Combinatória,4.4,12
3264,Inglês,Grammar,3.6,13
3265,Geografia,Cartografia,1.5,7
3266,Português,Interpretação de Texto,4.8,18
3267,Química,Atomística,4.5,13
3268,Português,Gramática,2.9,7
3269,Matemática,Geometria Plana,2.0,6
3270,Biologia,Evolução,1.7,25
3271,Geografia,Geopolítica,4.2,10
3272,Física,Óptica,4.1,11
3273,Biologia,Genética,2.3,9
3274,História,Brasil República,2.6,9
3275,Biologia,Fisiologia Humana,4.1,10
3276,Inglês,Vocabulary,3.4,14
3277,Inglês,Reading,2.1,23
3278,Português,Semântica,4.7,13
3279,Geografia,Ambiental,1.9,8
3280,Matemática,Combinatória,1.9,5
3281,Português,Interpretação de Texto,1.0,2
3282,Inglês,Reading,2.6,5
3283,História,Brasil República,4.3,13
3284,Matemática,Cálculo,4.5,17
3285,História,Contemporânea,3.4,12
3286,Biologia,Botânica,3.6,8
3287,Biologia,Fisiologia Humana,3.2,11
3288,Biologia,Citologia,3.7,14
3289,Biologia,Fisiologia Humana,1.1,6
3290,História,Medieval,3.6,11
3291,Química,Inorgânica,1.8,3
3292,História,Brasil Colônia,5.0,18
3293,Física,Cinemática,4.9,18
3294,Matemática,Geometria Plana,1.3,7
3295,História,Medieval,1.5,2
3296,Inglês,Vocabulary,1.5,4
3297,Física,Termodinâmica,4.2,13
3298,Biologia,Botânica,4.8,16
3299,Física,Cinemática,1.6,6
3300,Biologia,Fisiologia Humana,5.0,15
3301,Matemática,Geometria Espacial,4.4,14
3302,Física,Moderna,3.0,8
3303,Química,Físico-Química,3.5,12
3304,Física,Ondulatória,1.9,9
3305,Inglês,Vocabulary,4.1,15
3306,Geografia,Humana,4.6,23
3307,Geografia,Física,5.0,18
3308,Geografia,Cartografia,4.0,7
3309,Física,Dinâmica,4.4,15
3310,Física,Eletromagnetismo,1.5,6
3311,Geografia,Física,3.5,7
3312,História,Brasil República,4.3,16
3313,Física,Cinemática,4.8,13
3314,História,Contemporânea,2.5,7
3315,Português,Gramática,4.9,15
3316,História,Moderna,2.2,2
3317,Química,Eletroquímica,1.4,6
3318,Física,Termodinâmica,1.5,8
3319,Geografia,Geopolítica,4.6,12
3320,Física,Dinâmica,1.2,7
3321,Física,Moderna,3.9,15
3322,História,Brasil República,3.6,11
3323,Matemática,Geometria Espacial,4.7,17
3324,Geografia,Geopolítica,4.0,10
3325,Matemática,Álgebra,4.6,8
3326,Física,Termodinâmica,1.6,8
3327,Biologia,Citologia,2.3,8
3328,Física,Ondulatória,4.2,15
3329,Química,Físico-Química,4.0,15
3330,Biologia,Fisiologia Humana,1.0,3
3331,Biologia,Fisiologia Humana,3.2,8
3332,Português,Literatura Brasileira,4.3,11
3333,Português,Redação,2.6,7
3334,Biologia,Botânica,4.4,14
3335,História,Moderna,3.4,26
3336,Biologia,Evolução,2.0,5
3337,Física,Ondulatória,2.0,5
3338,Biologia,Evolução,1.2,4
3339,Química,Físico-Química,2.1,4
3340,Biologia,Evolução,1.4,5
3341,Física,Termodinâmica,1.8,8
3342,Física,Moderna,2.5,8
3343,História,Brasil Império,3.7,10
3344,Biologia,Fisiologia Humana,2.4,11
3345,Biologia,Fisiologia Humana,3.0,7
3346,História,Antiga,2.7,12
3347,Matemática,Estatística,2.8,9
3348,Física,Termodinâmica,1.6,5
3349,Matemática,Trigonometria,4.1,14
3350,Inglês,Grammar,2.2,5
3351,História,Contemporânea,2.9,7
3352,Inglês,Reading,2.8,12
3353,Biologia,Evolução,2.9,10
3354,Química,Atomística,2.1,6
3355,Física,Termodinâmica,4.4,13
3356,Português,Gramática,1.3,2
3357,Biologia,Ecologia,2.0,9
3358,Química,Eletroquímica,3.0,8
3359,Matemática,Geometria Espacial,4.1,13
3360,Geografia,Física,2.9,11
3361,História,Moderna,4.1,16
3362,História,Brasil República,1.8,9
3363,Geografia,Física,2.5,6
3364,Geografia,Física,4.4,17
3365,Biologia,Botânica,2.3,8
3366,Matemática,Estatística,1.3,2
3367,Biologia,Fisiologia Humana,4.5,14
3368,Física,Cinemática,3.7,12
3369,Química,Físico-Química,4.0,10
3370,Matemática,Geometria Espacial,1.0,2
3371,História,Moderna,3.4,9
3372,Física,Termodinâmica,4.7,12
3373,História,Contemporânea,3.4,14
3374,Biologia,Citologia,2.9,7
3375,Matemática,Combinatória,3.0,13
3376,Português,Interpretação de Texto,1.4,3
3377,História,Antiga,2.7,8
3378,Inglês,Vocabulary,3.8,31
3379,Matemática,Estatística,2.1,5
3380,Biologia,Evolução,1.2,7
3381,Biologia,Genética,1.5,7
3382,Inglês,Reading,3.5,25
3383,História,Contemporânea,3.7,9
3384,Química,Inorgânica,2.5,5
3385,Química,Eletroquímica,4.4,11
3386,Química,Físico-Química,1.3,4
3387,Biologia,Evolução,4.3,14
3388,Geografia,Cartografia,1.6,6
3389,Biologia,Fisiologia Humana,2.7,12
3390,Inglês,Grammar,2.3,9
3391,Matemática,Geometria Plana,2.6,9
3392,Inglês,Reading,4.5,16
3393,Química,Atomística,1.9,9
3394,Física,Eletromagnetismo,2.9,10
3395,Química,Atomística,3.1,8
3396,Química,Físico-Química,4.6,15
3397,Física,Dinâmica,3.2,11
3398,Física,Termodinâmica,2.0,10
3399,Química,Atomística,2.7,7
3400,Química,Físico-Química,3.8,10
3401,Inglês,Reading,2.7,6
3402,Geografia,Cartografia,1.7,9
3403,Geografia,Física,1.1,23
3404,Matemática,Combinatória,4.2,9
3405,Física,Cinemática,3.8,15
3406,Física,Óptica,4.1,12
3407,Matemática,Combinatória,3.5,8
3408,Química,Orgânica,2.3,10
3409,História,Contemporânea,2.2,8
3410,Química,Estequiometria,3.7,11
3411,Inglês,Vocabulary,4.6,12
3412,História,Brasil República,3.5,5
3413,Matemática,Cálculo,2.7,18
3414,História,Medieval,2.5,5
3415,Geografia,Ambiental,2.1,7
3416,Física,Dinâmica,2.7,10
3417,Biologia,Ecologia,2.5,4
3418,Português,Gramática,3.2,7
3419,Português,Literatura Brasileira,2.0,8
3420,Inglês,Vocabulary,2.4,11
3421,Química,Físico-Química,1.3,2
3422,Física,Moderna,2.6,5
3423,Matemática,Geometria Espacial,3.5,14
3424,Química,Estequiometria,4.8,13
3425,Biologia,Fisiologia Humana,3.9,14
3426,Física,Óptica,2.1,4
3427,Química,Eletroquímica,2.6,10
3428,Química,Estequiometria,3.3,12
3429,História,Brasil Império,2.2,3
3430,Geografia,Ambiental,2.7,12
3431,História,Antiga,2.8,4
3432,Português,Literatura Brasileira,2.4,11
3433,História,Contemporânea,4.5,17
3434,Biologia,Evolução,3.7,14
3435,Química,Orgânica,1.8,8
3436,Matemática,Estatística,1.3,4
3437,História,Contemporânea,2.2,10
3438,Matemática,Combinatória,1.9,4
3439,Química,Orgânica,2.3,7
3440,Matemática,Estatística,3.8,25
3441,Biologia,Genética,4.7,18
3442,Geografia,Humana,4.3,12
3443,Física,Óptica,3.9,15
3444,Física,Cinemática,1.4,6
3445,Inglês,Vocabulary,4.5,11
3446,Biologia,Genética,3.4,9
3447,Inglês,Reading,1.5,3
3448,Matemática,Trigonometria,4.4,11
3449,Inglês,Grammar,5.0,17
3450,Português,Redação,3.9,9
3451,Matemática,Geometria Plana,1.8,24
3452,Física,Termodinâmica,4.1,11
3453,Matemática,Geometria Plana,3.8,14
3454,Inglês,Grammar,3.9,13
3455,Física,Ondulatória,4.6,15
3456,Biologia,Fisiologia Humana,2.5,6
3457,Matemática,Álgebra,2.2,4
3458,História,Antiga,3.2,10
3459,Inglês,Grammar,4.4,17
3460,Português,Literatura Brasileira,1.7,4
3461,Química,Atomística,2.0,6
3462,Português,Gramática,1.4,7
3463,História,Medieval,3.1,12
3464,Matemática,Combinatória,2.5,4
3465,Inglês,Grammar,2.7,11
3466,Matemática,Cálculo,3.8,10
3467,Português,Gramática,4.8,18
3468,Matemática,Cálculo,4.5,14
3469,Física,Moderna,4.5,33
3470,Inglês,Reading,2.3,4
3471,Química,Físico-Química,2.0,4
3472,Português,Redação,3.2,7
3473,Inglês,Vocabulary,4.4,15
3474,Química,Estequiometria,1.8,5
3475,História,Moderna,4.9,14
3476,Matemática,Combinatória,3.1,8
3477,Geografia,Geopolítica,1.9,7
3478,Química,Inorgânica,1.2,3
3479,Física,Cinemática,1.4,7
3480,Matemática,Cálculo,4.3,14
3481,Física,Moderna,2.2,4
3482,Inglês,Grammar,3.3,13
3483,Português,Redação,3.3,13
3484,História,Contemporânea,3.2,11
3485,Inglês,Reading,4.6,15
3486,Geografia,Ambiental,2.5,6
3487,Química,Orgânica,3.3,13
3488,História,Brasil República,3.5,9
3489,Química,Físico-Química,1.4,8
3490,Biologia,Ecologia,4.1,13
3491,Português,Redação,3.2,10
3492,Matemática,Cálculo,2.9,6
3493,Inglês,Grammar,4.9,11
3494,Biologia,Ecologia,3.2,8
3495,Biologia,Ecologia,3.7,11
3496,Biologia,Botânica,1.6,8
3497,Matemática,Combinatória,4.3,10
3498,Geografia,Cartografia,4.5,12
3499,Português,Interpretação de Texto,1.1,7
3500,Química,Inorgânica,3.4,13
3501,Química,Inorgânica,3.6,12
3502,Português,Redação,2.5,5
3503,Biologia,Citologia,3.2,7
3504,Química,Físico-Química,4.2,12
3505,Física,Termodinâmica,4.4,14
3506,Química,Físico-Química,3.4,14
3507,História,Moderna,4.6,17
3508,Química,Inorgânica,4.0,7
3509,Português,Gramática,5.0,19
3510,Português,Redação,1.8,4
3511,Geografia,Física,1.2,5
3512,Matemática,Cálculo,3.6,13
3513,Física,Moderna,4.0,13
3514,Química,Eletroquímica,3.1,10
3515,Português,Literatura Brasileira,1.2,6
3516,História,Brasil Colônia,1.1,4
3517,História,Brasil Império,1.6,5
3518,Química,Eletroquímica,2.6,10
3519,Química,Estequiometria,1.5,21
3520,Inglês,Grammar,4.7,16
3521,Física,Moderna,4.1,10
3522,Biologia,Genética,1.8,4
3523,Geografia,Geopolítica,3.9,11
3524,Português,Gramática,2.9,9
3525,Matemática,Geometria Plana,4.4,12
3526,Física,Cinemática,3.4,23
3527,Português,Literatura Brasileira,4.3,12
3528,Química,Inorgânica,3.0,9
3529,Português,Gramática,1.8,8
3530,História,Brasil Colônia,2.1,25
3531,Geografia,Física,1.6,6
3532,Matemática,Combinatória,1.4,2
3533,Biologia,Fisiologia Humana,1.8,3
3534,Português,Semântica,3.1,10
3535,Inglês,Vocabulary,3.1,7
3536,Matemática,Combinatória,1.6,5
3537,Química,Atomística,3.5,11
3538,Química,Estequiometria,3.2,10
3539,Inglês,Reading,4.0,11
3540,Biologia,Citologia,4.4,16
3541,Geografia,Cartografia,1.1,7
3542,Inglês,Vocabulary,1.1,5
3543,Português,Semântica,3.7,12
3544,Inglês,Vocabulary,1.2,4
3545,Biologia,Fisiologia Humana,3.1,13
3546,Matemática,Geometria Espacial,4.1,11
3547,Física,Ondulatória,4.4,16
3548,Geografia,Geopolítica,3.7,12
3549,Geografia,Física,4.1,13
3550,Física,Ondulatória,2.1,9
3551,Física,Eletromagnetismo,3.6,8
3552,Química,Orgânica,3.3,13
3553,Matemática,Cálculo,3.4,10
3554,Biologia,Fisiologia Humana,3.5,14
3555,Matemática,Geometria Plana,1.5,8
3556,Geografia,Física,4.8,13
3557,Português,Redação,3.9,11
3558,Química,Orgânica,4.5,16
3559,Física,Ondulatória,1.3,6
3560,Inglês,Reading,3.8,11
3561,Química,Físico-Química,4.6,14
3562,Inglês,Reading,3.2,8
3563,Matemática,Cálculo,2.8,6
3564,Física,Ondulatória,3.5,11
3565,Inglês,Grammar,3.2,11
3566,Português,Redação,3.0,13
3567,Química,Orgânica,3.1,12
3568,Matemática,Combinatória,3.6,12
3569,Matemática,Trigonometria,3.6,14
3570,Biologia,Ecologia,1.2,2
3571,Geografia,Cartografia,2.5,10
3572,Inglês,Vocabulary,1.2,2
3573,História,Brasil República,1.7,9
3574,Geografia,Geopolítica,2.0,7
3575,Inglês,Vocabulary,2.6,11
3576,História,Medieval,3.6,9
3577,História,Contemporânea,2.6,11
3578,Biologia,Botânica,4.8,12
3579,Geografia,Cartografia,1.7,8
3580,Geografia,Humana,3.1,10
3581,Química,Orgânica,2.6,6
3582,Português,Redação,1.9,5
3583,Geografia,Física,1.9,7
3584,Física,Eletromagnetismo,3.8,9
3585,Inglês,Vocabulary,2.1,10
3586,Geografia,Física,3.4,14
3587,História,Contemporânea,2.0,4
3588,Física,Moderna,1.5,5
3589,Química,Atomística,1.8,5
3590,Biologia,Ecologia,4.2,12
3591,Biologia,Fisiologia Humana,2.2,7
3592,Física,Termodinâmica,4.3,11
3593,Química,Orgânica,3.5,11
3594,Inglês,Vocabulary,4.4,12
3595,Português,Semântica,4.4,10
3596,Física,Termodinâmica,4.8,12
3597,Geografia,Humana,2.8,6
3598,Inglês,Vocabulary,1.2,2
3599,Inglês,Reading,2.1,10
3600,Geografia,Cartografia,1.7,5
3601,Português,Semântica,1.2,7
3602,Português,Semântica,3.2,13
3603,Química,Físico-Química,3.0,9
3604,História,Brasil República,3.5,11
3605,Geografia,Geopolítica,4.2,12
3606,Química,Estequiometria,1.5,2
3607,Física,Moderna,3.8,9
3608,Química,Atomística,4.5,9
3609,Biologia,Botânica,3.6,9
3610,Química,Eletroquímica,4.5,17
3611,Física,Moderna,2.3,5
3612,Matemática,Geometria Espacial,2.4,27
3613,Português,Redação,4.0,12
3614,História,Brasil Colônia,4.4,14
3615,Português,Redação,3.5,9
3616,Inglês,Vocabulary,5.0,16
3617,Inglês,Vocabulary,4.8,13
3618,Matemática,Geometria Plana,2.5,10
3619,Química,Orgânica,2.2,4
3620,Biologia,Genética,3.8,9
3621,Química,Físico-Química,4.3,14
3622,Química,Eletroquímica,1.0,2
3623,Matemática,Trigonometria,4.0,14
3624,Biologia,Fisiologia Humana,2.0,9
3625,Inglês,Grammar,1.1,4
3626,Português,Redação,3.8,10
3627,Química,Orgânica,2.9,11
3628,Geografia,Ambiental,3.5,11
3629,Química,Estequiometria,4.8,16
3630,Física,Eletromagnetismo,4.3,15
3631,Inglês,Grammar,4.6,16
3632,Física,Óptica,1.2,6
3633,Inglês,Reading,3.6,11
3634,Biologia,Genética,2.8,7
3635,Química,Atomística,2.3,8
3636,Biologia,Evolução,2.6,5
3637,Português,Interpretação de Texto,3.6,13
3638,História,Medieval,3.2,8
3639,Geografia,Geopolítica,3.8,13
3640,Biologia,Ecologia,3.2,10
3641,Física,Óptica,3.9,14
3642,Inglês,Reading,1.6,3
3643,Matemática,Cálculo,2.3,8
3644,Inglês,Vocabulary,3.9,12
3645,Inglês,Reading,1.7,3
3646,Química,Atomística,2.3,8
3647,Inglês,Vocabulary,4.6,12
3648,Inglês,Vocabulary,4.6,15
3649,Biologia,Genética,1.6,8
3650,Física,Dinâmica,4.2,16
3651,Matemática,Cálculo,1.8,19
3652,Inglês,Vocabulary,4.2,13
3653,Inglês,Grammar,3.7,14
3654,Geografia,Ambiental,2.4,9
3655,Português,Gramática,4.2,16
3656,Matemática,Geometria Plana,1.1,2
3657,Português,Gramática,4.3,14
3658,Geografia,Física,2.8,12
3659,Química,Físico-Química,4.5,17
3660,Física,Cinemática,4.1,11
3661,Geografia,Física,1.4,4
3662,Biologia,Citologia,3.4,8
3663,Português,Semântica,1.3,4
3664,Física,Eletromagnetismo,4.9,12
3665,Química,Eletroquímica,1.6,2
3666,Inglês,Grammar,2.9,6
3667,Física,Eletromagnetismo,4.1,10
3668,Física,Óptica,2.6,6
3669,Matemática,Álgebra,3.5,25
3670,Inglês,Reading,1.8,8
3671,Biologia,Citologia,2.2,7
3672,Geografia,Humana,3.1,10
3673,História,Contemporânea,3.1,13
3674,História,Medieval,1.4,8
3675,Português,Redação,1.6,2
3676,Geografia,Humana,1.6,3
3677,Matemática,Combinatória,4.3,16
3678,Geografia,Geopolítica,3.9,9
3679,Matemática,Combinatória,4.7,16
3680,Geografia,Humana,4.1,16
3681,Matemática,Combinatória,1.4,2
3682,Química,Orgânica,1.8,7
3683,Geografia,Ambiental,2.5,6
3684,Biologia,Citologia,2.0,9
3685,Química,Atomística,1.6,2
3686,Português,Gramática,2.4,6
3687,Inglês,Grammar,1.2,2
3688,Inglês,Vocabulary,3.9,12
3689,Matemática,Trigonometria,1.9,5
3690,Física,Termodinâmica,2.3,5
3691,Matemática,Geometria Plana,3.8,9
3692,Biologia,Citologia,1.5,5
3693,Inglês,Vocabulary,4.7,14
3694,Português,Interpretação de Texto,3.5,12
3695,Geografia,Geopolítica,2.1,5
3696,História,Brasil Império,4.4,17
3697,História,Brasil Império,2.7,10
3698,Matemática,Combinatória,1.5,2
3699,Matemática,Geometria Plana,1.1,7
3700,Português,Redação,1.9,5
3701,Física,Óptica,1.6,6
3702,Matemática,Cálculo,1.4,4
